
These predictions were generated by HydroDyn on 12-Aug-2019 at 11:27:38.




    Time            Wave1Elev              M1N1Vxi              M1N1Vzi              M1N1Axi              M1N1Azi             M1N1FDxi             M1N1FDzi             M1N1FIxi             M1N1FIzi             M1N1FAxi             M1N1FAzi
   (sec)                  (m)                (m/s)                (m/s)              (m/s^2)              (m/s^2)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)
   60.6000           3.7081E+00           7.7952E-01          -7.7344E-01          -6.1630E-01          -3.8621E-01           1.2327E+03          -7.7787E+02          -2.6283E+03           1.6585E+03           0.0000E+00           0.0000E+00
   60.6250           3.6841E+00           7.6389E-01          -7.8292E-01          -6.2386E-01          -3.7846E-01           1.2140E+03          -7.6607E+02          -2.7161E+03           1.7139E+03           0.0000E+00           0.0000E+00
   60.6500           3.6601E+00           7.4826E-01          -7.9240E-01          -6.3141E-01          -3.7072E-01           1.1955E+03          -7.5437E+02          -2.8038E+03           1.7692E+03           0.0000E+00           0.0000E+00
   60.6750           3.6361E+00           7.3263E-01          -8.0188E-01          -6.3897E-01          -3.6298E-01           1.1771E+03          -7.4276E+02          -2.8916E+03           1.8246E+03           0.0000E+00           0.0000E+00
   60.7000           3.6121E+00           7.1700E-01          -8.1136E-01          -6.4652E-01          -3.5523E-01           1.1588E+03          -7.3123E+02          -2.9794E+03           1.8800E+03           0.0000E+00           0.0000E+00
   60.7250           3.5880E+00           7.0138E-01          -8.2084E-01          -6.5408E-01          -3.4749E-01           1.1407E+03          -7.1980E+02          -3.0671E+03           1.9354E+03           0.0000E+00           0.0000E+00
   60.7500           3.5640E+00           6.8575E-01          -8.3033E-01          -6.6163E-01          -3.3975E-01           1.1227E+03          -7.0846E+02          -3.1549E+03           1.9907E+03           0.0000E+00           0.0000E+00
   60.7750           3.5312E+00           6.6843E-01          -8.3776E-01          -6.6756E-01          -3.3117E-01           1.0994E+03          -6.9374E+02          -3.2349E+03           2.0412E+03           0.0000E+00           0.0000E+00
   60.8000           3.4984E+00           6.5111E-01          -8.4520E-01          -6.7348E-01          -3.2259E-01           1.0764E+03          -6.7919E+02          -3.3148E+03           2.0917E+03           0.0000E+00           0.0000E+00
   60.8250           3.4656E+00           6.3380E-01          -8.5264E-01          -6.7941E-01          -3.1401E-01           1.0535E+03          -6.6479E+02          -3.3948E+03           2.1422E+03           0.0000E+00           0.0000E+00
   60.8500           3.4328E+00           6.1648E-01          -8.6007E-01          -6.8533E-01          -3.0543E-01           1.0310E+03          -6.5054E+02          -3.4748E+03           2.1926E+03           0.0000E+00           0.0000E+00
   60.8750           3.4000E+00           5.9916E-01          -8.6751E-01          -6.9126E-01          -2.9685E-01           1.0086E+03          -6.3645E+02          -3.5548E+03           2.2431E+03           0.0000E+00           0.0000E+00
   60.9000           3.3672E+00           5.8184E-01          -8.7495E-01          -6.9719E-01          -2.8827E-01           9.8653E+02          -6.2251E+02          -3.6348E+03           2.2936E+03           0.0000E+00           0.0000E+00
   60.9250           3.3345E+00           5.6453E-01          -8.8238E-01          -7.0311E-01          -2.7969E-01           9.6469E+02          -6.0873E+02          -3.7148E+03           2.3441E+03           0.0000E+00           0.0000E+00
   60.9500           3.3017E+00           5.4721E-01          -8.8982E-01          -7.0904E-01          -2.7111E-01           9.4309E+02          -5.9510E+02          -3.7948E+03           2.3945E+03           0.0000E+00           0.0000E+00
   60.9750           3.2689E+00           5.2989E-01          -8.9726E-01          -7.1496E-01          -2.6253E-01           9.2173E+02          -5.8162E+02          -3.8748E+03           2.4450E+03           0.0000E+00           0.0000E+00
   61.0000           3.2361E+00           5.1258E-01          -9.0469E-01          -7.2089E-01          -2.5395E-01           9.0062E+02          -5.6830E+02          -3.9547E+03           2.4955E+03           0.0000E+00           0.0000E+00
   61.0250           3.1953E+00           4.9400E-01          -9.0990E-01          -7.2504E-01          -2.4475E-01           8.7538E+02          -5.5237E+02          -4.0250E+03           2.5398E+03           0.0000E+00           0.0000E+00
   61.0500           3.1545E+00           4.7542E-01          -9.1511E-01          -7.2919E-01          -2.3554E-01           8.5049E+02          -5.3667E+02          -4.0952E+03           2.5841E+03           0.0000E+00           0.0000E+00
   61.0750           3.1138E+00           4.5684E-01          -9.2032E-01          -7.3334E-01          -2.2634E-01           8.2596E+02          -5.2119E+02          -4.1655E+03           2.6285E+03           0.0000E+00           0.0000E+00
   61.1000           3.0730E+00           4.3826E-01          -9.2553E-01          -7.3749E-01          -2.1713E-01           8.0180E+02          -5.0594E+02          -4.2357E+03           2.6728E+03           0.0000E+00           0.0000E+00
   61.1250           3.0322E+00           4.1968E-01          -9.3074E-01          -7.4164E-01          -2.0793E-01           7.7799E+02          -4.9092E+02          -4.3060E+03           2.7171E+03           0.0000E+00           0.0000E+00
   61.1500           2.9915E+00           4.0110E-01          -9.3595E-01          -7.4579E-01          -1.9872E-01           7.5454E+02          -4.7612E+02          -4.3763E+03           2.7615E+03           0.0000E+00           0.0000E+00
   61.1750           2.9507E+00           3.8252E-01          -9.4115E-01          -7.4994E-01          -1.8952E-01           7.3145E+02          -4.6155E+02          -4.4465E+03           2.8058E+03           0.0000E+00           0.0000E+00
   61.2000           2.9100E+00           3.6394E-01          -9.4636E-01          -7.5409E-01          -1.8031E-01           7.0871E+02          -4.4720E+02          -4.5168E+03           2.8501E+03           0.0000E+00           0.0000E+00
   61.2250           2.8692E+00           3.4536E-01          -9.5157E-01          -7.5824E-01          -1.7111E-01           6.8634E+02          -4.3309E+02          -4.5870E+03           2.8944E+03           0.0000E+00           0.0000E+00
   61.2500           2.8284E+00           3.2678E-01          -9.5678E-01          -7.6239E-01          -1.6190E-01           6.6433E+02          -4.1920E+02          -4.6573E+03           2.9388E+03           0.0000E+00           0.0000E+00
   61.2750           2.7807E+00           3.0740E-01          -9.5963E-01          -7.6467E-01          -1.5230E-01           6.3945E+02          -4.0350E+02          -4.7160E+03           2.9759E+03           0.0000E+00           0.0000E+00
   61.3000           2.7330E+00           2.8802E-01          -9.6249E-01          -7.6694E-01          -1.4270E-01           6.1506E+02          -3.8811E+02          -4.7748E+03           3.0130E+03           0.0000E+00           0.0000E+00
   61.3250           2.6852E+00           2.6863E-01          -9.6534E-01          -7.6921E-01          -1.3309E-01           5.9114E+02          -3.7301E+02          -4.8336E+03           3.0500E+03           0.0000E+00           0.0000E+00
   61.3500           2.6375E+00           2.4925E-01          -9.6819E-01          -7.7149E-01          -1.2349E-01           5.6770E+02          -3.5822E+02          -4.8924E+03           3.0871E+03           0.0000E+00           0.0000E+00
   61.3750           2.5898E+00           2.2986E-01          -9.7105E-01          -7.7376E-01          -1.1388E-01           5.4472E+02          -3.4372E+02          -4.9512E+03           3.1242E+03           0.0000E+00           0.0000E+00
   61.4000           2.5421E+00           2.1048E-01          -9.7390E-01          -7.7603E-01          -1.0428E-01           5.2222E+02          -3.2953E+02          -5.0100E+03           3.1613E+03           0.0000E+00           0.0000E+00
   61.4250           2.4943E+00           1.9110E-01          -9.7675E-01          -7.7831E-01          -9.4678E-02           5.0020E+02          -3.1563E+02          -5.0687E+03           3.1984E+03           0.0000E+00           0.0000E+00
   61.4500           2.4466E+00           1.7171E-01          -9.7961E-01          -7.8058E-01          -8.5074E-02           4.7865E+02          -3.0203E+02          -5.1275E+03           3.2355E+03           0.0000E+00           0.0000E+00
   61.4750           2.3989E+00           1.5233E-01          -9.8246E-01          -7.8285E-01          -7.5471E-02           4.5758E+02          -2.8874E+02          -5.1863E+03           3.2726E+03           0.0000E+00           0.0000E+00
   61.5000           2.3511E+00           1.3295E-01          -9.8531E-01          -7.8513E-01          -6.5867E-02           4.3698E+02          -2.7574E+02          -5.2451E+03           3.3097E+03           0.0000E+00           0.0000E+00
   61.5250           2.2976E+00           1.1323E-01          -9.8574E-01          -7.8547E-01          -5.6100E-02           4.1475E+02          -2.6171E+02          -5.2910E+03           3.3386E+03           0.0000E+00           0.0000E+00
   61.5500           2.2441E+00           9.3524E-02          -9.8616E-01          -7.8581E-01          -4.6335E-02           3.9311E+02          -2.4806E+02          -5.3368E+03           3.3676E+03           0.0000E+00           0.0000E+00
   61.5750           2.1906E+00           7.3811E-02          -9.8659E-01          -7.8615E-01          -3.6569E-02           3.7204E+02          -2.3476E+02          -5.3827E+03           3.3965E+03           0.0000E+00           0.0000E+00
   61.6000           2.1371E+00           5.4102E-02          -9.8702E-01          -7.8649E-01          -2.6804E-02           3.5156E+02          -2.2184E+02          -5.4286E+03           3.4255E+03           0.0000E+00           0.0000E+00
   61.6250           2.0836E+00           3.4389E-02          -9.8744E-01          -7.8683E-01          -1.7038E-02           3.3166E+02          -2.0928E+02          -5.4744E+03           3.4544E+03           0.0000E+00           0.0000E+00
   61.6500           2.0300E+00           1.4677E-02          -9.8787E-01          -7.8717E-01          -7.2715E-03           3.1233E+02          -1.9708E+02          -5.5203E+03           3.4834E+03           0.0000E+00           0.0000E+00
   61.6750           1.9765E+00          -5.0327E-03          -9.8830E-01          -7.8751E-01           2.4934E-03           2.9359E+02          -1.8526E+02          -5.5662E+03           3.5123E+03           0.0000E+00           0.0000E+00
   61.7000           1.9230E+00          -2.4745E-02          -9.8873E-01          -7.8785E-01           1.2260E-02           2.7542E+02          -1.7379E+02          -5.6120E+03           3.5412E+03           0.0000E+00           0.0000E+00
   61.7250           1.8695E+00          -4.4455E-02          -9.8915E-01          -7.8819E-01           2.2025E-02           2.5784E+02          -1.6270E+02          -5.6579E+03           3.5702E+03           0.0000E+00           0.0000E+00
